sample_id,label,label_name,case_type,source,target,rationale_count,text
14385535_gab,1,offensive,deep,gab,"Arab,Jewish,Refugee",21,since refugees acomplished the opposite of what jews wanted that the gentiles hate the arabs instead of the headquarters of satan israel
1087471095572160512_twitter,0,hatespeech,deep,twitter,"Islam,Refugee",8,<user> <user> agreed lucie they are not refugees socioeconomic parasites at best islamists and sex attackers at worst
2004278_gab,0,hatespeech,deep,gab,"African,Arab",10,<user> man that sucks well at least it too cold for spearchunkers there what about the sand swoogys aka arabs
1109709817927458816_twitter,1,offensive,deep,twitter,Women,8,these crazy grandiose women are obviously very fucking uneducated and obviously don ’ t know the difference between a poison and a medicine
1103507021104525313_twitter,2,normal,deep,twitter,,0,newsom wants the train now he does not newsom wants the train now he does not the guy is a fucking quack who would vote him in
13543018_gab,1,offensive,deep,gab,Other,12,young ugly turds you have to kind of feel sorry for them it like looking at a retarded two headed animal i mean it not it fault that it hideous but you know you have to put it down anyway or parade it around as a sideshow
1178771830552907777_twitter,2,normal,deep,twitter,"Caucasian,Women",0,<user> god forbid black people tell white bitches about themselves 🤡 🤡 🤡 🤡
1178895426512138240_twitter,2,normal,deep,twitter,,0,<user> <user> <user> white skin gives no immunity to police violence okay so then we should all be afraid of them 👍 👍 👍 acab
1178361474558943232_twitter,0,hatespeech,deep,twitter,"African,Women",1,<user> <user> you can also decide not to like the niggeress too 🤷 🏽 ‍ ♀️
1179086984964272128_twitter,2,normal,deep,twitter,,0,time to be hypocritical and get mad at people dear people against lgbtqa hi it me the person who a hypocrite if you cant accept people if they are queer gay lesbian trans etc get out of your own fucking head we are happier being in the lgbtqa community lgbt qclub
8527409_gab,1,offensive,deep,gab,Other,8,jfc no one and i mean no one is as retarded as you jizzwizard ded
17464469_gab,0,hatespeech,deep,gab,"African,Women",1,ah shit i forgot a sheboon stole an idea from a white person and made god a black woman how completely fulfilling of the stereotype that they can not come up with anything on their own and steal everything
1094597233109073925_twitter,1,offensive,deep,twitter,Women,2,<user> she has her head all the way fcked up bro 😅 like this bitch really out here stunnin for some fckin clout
12685315_gab,1,offensive,deep,gab,Women,11,women betray the hubby is retarded if he stands by her he probably never saw it coming she must have made him jump through hoops
6042008_gab,0,hatespeech,deep,gab,"Arab,Heterosexual,Islam,Men,Minority,Refugee",3,i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within <number> feet of my daughters and thats your life over checkout time mohammed
20081043_gab,0,hatespeech,deep,gab,"African,Jewish",7,lebron keep talking you nigger monkey the more your kike masters put you out there to yack in ebonix the more white people will be repulsed by your nigger monkey demeanor and the more woke they will become you lost ohio for hillary by <number> points you nigger monkey
24436328_gab,0,hatespeech,deep,gab,"Islam,Refugee",3,meanwhile moslem grooming gangs and rapists do not get life behind bars or deportation
26496402_gab,0,hatespeech,deep,gab,Islam,20,myanmar kicked rohinhya muslims out it is the only answer possible to these raping violent incestious pedophile sadistic retarded terrorists
19713090_gab,2,normal,deep,gab,Asian,0,this has been a trend since <number> of course wall street assumed eternal growth despite fb having plateaued in the first world even earlier those asians living in huts will be worth just as much as us users in time if only we have faith that they will due diligence
1217645340796555267_twitter,1,offensive,deep,twitter,,5,<user> oh my gosh i hate you so much 🤣 😭 💀
22071691_gab,2,normal,deep,gab,"Islam,Men,Women",0,i will have to look into it but i never hear stories like the english prison muslim stories from people who have been inside in scotland they seem to enjoy it for the most part lol
17302354_gab,1,offensive,deep,gab,"Homosexual,Men",1,steve bannon is gay
1178664749971709952_twitter,1,offensive,deep,twitter,"Homosexual,Women",1,niggas be fucking dykes talmbout yea she lemme kill that meanwhile she hit that nigga with the strap no ammo 🤣 🤣
19377557_gab,0,hatespeech,deep,gab,Islam,1,a muzzy is going to kill you david wake up
1179034368326565888_twitter,2,normal,deep,twitter,,0,i fucking hate you and i mean it
5747853_gab,0,hatespeech,deep,gab,"Disability,Jewish",1,the worst part of this sessions fake news is that it retards the real momentum trump had after his speech media kike attacks are coordinated
1178768958846930946_twitter,1,offensive,deep,twitter,"Other,Refugee",2,<user> <user> maybe the ones from shithole countries but he may have called them just in case they forgot he called them that in the first place
8549116_gab,1,offensive,deep,gab,"Islam,Other",16,i have watched edl for a long while it now looks like a revivification of overtly fascistic national front skinheads neo nazi and exploits opposition to islam to advance white supremacism this i oppose almost as much as islam it not what my grandparents generation fought died for
1178276990559801344_twitter,0,hatespeech,deep,twitter,Homosexual,1,edgy gg stans think being racist is ok i hate faggots
22426796_gab,1,offensive,deep,gab,"Homosexual,Men",2,agreed folk i did not realize there were optics cucks among us lol sad too much of it these days faggots everywhere
1179085120764076033_twitter,2,normal,deep,twitter,,0,<user> <user> israel is the refugee state for jews all over the world and it is the place of their heritage
1178785323863527424_twitter,2,normal,deep,twitter,,0,because it my time and it my life you all haha what they be sounding like i guess so i guess hoe
2533405_gab,2,normal,deep,gab,African,0,member when ben carson the brain surgeon was called a coon and uncle tom by lefties
1179082498304888833_twitter,2,normal,deep,twitter,,0,washed my white shoes they are so clean and bright 🌞
13751869_gab,1,offensive,deep,gab,"African,Women",2,maxine waters nigger bitch brain jumps the porch attacks cos gen kelly you earned <number> stars had a successful career now you have fallen prey to a moron in an effort to protect his career apologize trump gab fam speak freely chat americans
1179895157757489158_twitter,2,normal,deep,twitter,Other,0,paying my own bills so ghetto 🥴
11237027_gab,1,offensive,deep,gab,Women,6,you cannot espouse the idea that women do not belong in politics because politics is the state and the state is violence women get too emotional and then cry about the violence being done fuck sake stop fanboying my timeline
6978106_gab,1,offensive,deep,gab,Jewish,9,i love when jews say how they really feel
12078978_gab,1,offensive,deep,gab,Other,1,only because the people in our party are retarded and will not work with trump so he will work with anyone that will help him to achieve his agenda i think that is the definition of a deal maker
6201187_gab,2,normal,deep,gab,"Men,Refugee,Women",0,hey libs since the u.s. is such a oppressive country should not you advise immigrants not to come here
1088092706457440256_twitter,2,normal,deep,twitter,Women,0,i wana hoe out every time i hear thotiana
15538772_gab,1,offensive,deep,gab,"Homosexual,Men",2,everyone on gab is cool with the exception of a few outliers most of whom are just butthurt faggots who sign up to be pouty about being insinuated against by gab merely existing gabfam
1178494435904151552_twitter,2,normal,deep,twitter,,0,<user> wait what latino man who crashed into suburban mall full of white shoppers charged with terrorism
16189047_gab,0,hatespeech,deep,gab,African,3,based poland will deploy the shrike force nigger cleanup robots
16968190_gab,0,hatespeech,deep,gab,Jewish,1,america will become a neo brazil if the right retreats into the ghettoes of explicit ethnonationalist advocacy retreats into the ghettoes of explicit ethnonationalist advocacy this kike is pro ask ricky tkr
20397801_gab,0,hatespeech,deep,gab,Islam,1,hating muzzies is not a phobia the left likes to control the language so they can control the issue
20906157_gab,0,hatespeech,deep,gab,Jewish,1,i think it is because you are full of shit and refuse to budge on the kike narrative that you have been brainwashed to believe is the only way forward
19683769_gab,0,hatespeech,deep,gab,Homosexual,26,olympics adam rippon acting like a pozzed faggot is a distraction from the event all he wants is gay dick and it shows in his performance
26137273_gab,1,offensive,deep,gab,"Islam,Men,Women",5,ffs everthing is offensive to muslimes
1117054098774339584_twitter,2,normal,deep,twitter,,0,stay in your lane aint no traffic in your lane stop trying to be in other niggas lanes
4347712_gab,2,normal,deep,gab,Other,0,<user> did you delete my response to your post about worrying about violence at the inauguration i do not see it anywhere
1187846220179484674_twitter,2,normal,deep,twitter,African,0,niggas get a lil bit of pussy
1178696097394515969_twitter,2,normal,deep,twitter,,0,<user> <user> <user> <user> <user> the oversexualization of queer identities <number> electric homophobic boogaloo
1089941857667293184_twitter,2,normal,deep,twitter,Disability,0,no really would this retarded oaf that claims to be my father just hurry up and have a heart attack ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿
20557451_gab,0,hatespeech,deep,gab,Homosexual,6,just throw a faggot in the mix
8073987_gab,1,offensive,deep,gab,"African,Women",15,swedish men are all silent as their woman are being raped to death by niggers
4875003_gab,2,normal,deep,gab,,0,good comment on breitbart attila_the_pun • <number> minutes ago comparing illegal immigrants to legal immigrants is like a store manager saying shoppers and shoplifters are the same thing
18534478_gab,2,normal,deep,gab,"Homosexual,Men,Women",0,comic book readers prove no fan of progressives dismal sales marvel cancels all lgbtq queer culture feminist illegal immigrant black lives matter social justice themed comics gab gabfam speakfreely chat americans
14316860_gab,0,hatespeech,deep,gab,African,5,oo i had no idea it could get even better yes please start talking about this you crazy anti america nigger mother fucks
1178920631338881024_twitter,2,normal,deep,twitter,,0,<user> <user> <user> <user> meh call it what you will women still need to be protected from homosexuals usurping their traditional spaces
1201234857973575680_twitter,1,offensive,deep,twitter,Other,1,this roughing the passer shit is getting retarded bruh
23847540_gab,1,offensive,deep,gab,Women,46,abortion is never going 2 b accepted by the majority of people since women bear the burden of carrying a child the respons falls on her 2 b more responsible if u are not married do not have sex if u can not afford birth control
13173409_gab,0,hatespeech,deep,gab,"Arab,Other",1,what up with the shitskin comment
1179087612583141376_twitter,2,normal,deep,twitter,,0,<user> also did trump ask the women <number> <number> year old girls if they were in their fertile period before he raped them most rapists are not polite enough to ask 🤬 🤬 🤬
16154448_gab,2,normal,deep,gab,,0,we condemn in the strongest possible terms this egregious display of hatred bigotry and violence on many sides on many sides
18532486_gab,0,hatespeech,deep,gab,Jewish,1,i have no doubt rads would say i sound kike you
13162665_gab,1,offensive,deep,gab,African,6,i hope the niglets keep going down on their knees its the only realistic depiction of blacks on fake news tv any chance of getting t shirts made that say <user> boycott nfl tebow rule cant pray owners are pleased with their blacks down on their knees
13676567_gab,0,hatespeech,deep,gab,"African,Jewish",3,i am no longer able to function in this jew nigger twat culture my hero is colonel kurtz and i am not long for this world have travelled the planet and feel more alien in kalifornia than i ever have in the deepest indonesian jungles
27491646_gab,0,hatespeech,deep,gab,African,1,there has not been this much fuss over a minnesota coon since philando castille was shot
1178766947443527681_twitter,2,normal,deep,twitter,,0,<user> <user> <user> this and the bbc two women a week die from male violence less that <percent> of convicted rapes end in a conviction men have raped women in women prisons what about that try holding politicians to account for these issues
26994313_gab,1,offensive,deep,gab,"African,Women",3,that what my old man did he was one of those assholes that liked to fight lol knowing how to fight may not save you from a gun or nigger pack attack but it let us you go thru school without worrying about being sum1 bitch
1179038601067130882_twitter,1,offensive,deep,twitter,Women,5,im just saying i can turn any bitch into a slut make that bitch do things she never done before so if she a nasty freak when she come home to you ya welcome son
1185885487917088768_twitter,2,normal,deep,twitter,,0,in spoons three fishes table <number> dm for orders spoons slave fin sub spoons bitch findom spoons sub
1177586147276578817_twitter,2,normal,deep,twitter,"Men,Women",0,<user> normani and bts they hate you
11983762_gab,0,hatespeech,deep,gab,"Homosexual,Other",15,open invitation to all queers to my christian island republic for public death 1 fags
20672422_gab,1,offensive,deep,gab,Jewish,26,does not matter still free to use in fact jews have stolen first part from slavic languages where exclamation joj pronounced as yoy is used frequently to express suprise shock and sorrow mourning
1206413758060519426_twitter,1,offensive,deep,twitter,"African,Other",4,<user> zz boring tweet 😴 😴 😴 you wish to be my rap ass ghetto ass 🎤 🎤 🎤 🎤
1179086659515748353_twitter,2,normal,deep,twitter,,0,i am half black and i grew up muslim
16436843_gab,1,offensive,deep,gab,Islam,1,a muzzy wimp real men do not hit women let alone another man kindergarten we were taught you do not hit your fellow class mates judge tells us you assaulted that person do the crime you re doin the time
17610820_gab,0,hatespeech,deep,gab,"African,Caucasian,Women",3,royal wigger took his monkey to brixton ghetto today for a visit to a nigger radio station white briton homeless can wait harry the humanitarian does not have time for them diversity takes priority for harry the halfwit megnog trying to play shy and demure was nauseating trashy stripper
1228804005591179265_twitter,2,normal,deep,twitter,Women,0,<user> <user> lost lots of dads already this year to abusive women i am done crying
1178815148267593728_twitter,2,normal,deep,twitter,,0,<user> stephen i fucking hate you
1080843707643944965_twitter,2,normal,deep,twitter,Women,0,<user> yes because it is and i sound so broken bitch when did i have feelings
15739905_gab,0,hatespeech,deep,gab,"African,Women",3,this is what happens when you let alt troasties think they are allowed to have opinions they suddenly get the idea that fucking niggers is ok as long as they do not do it anymore how many nigger dicks have you sucked before whore
20685925_gab,0,hatespeech,deep,gab,"African,Islam,Jewish",1,i guess i get complacent and forget not everyone lives in florida or has heard their names most anyone i talk to in a real life situation knows of them of course most anyone i talk to here is in agreement where liberals rats and muzzies are concerned
5241413_gab,0,hatespeech,deep,gab,"African,Caucasian,Disability,Homosexual,Other,Women",6,retarded honky nigger faggot cunt bitch am i going to be banned for <number> hours oh this is not twitter
1104165115828584449_twitter,1,offensive,deep,twitter,Women,1,a bitch want friends 🤦 🏾 ‍ ♀ ️
1179029035285962758_twitter,2,normal,deep,twitter,,0,woke up with still absolutely no new rihanna music the ghetto
1178783140879327234_twitter,2,normal,deep,twitter,,0,at my job yesterday these <number> white boys were running around saying nigger nigger and the mom was like that very in appropriate where did you learn that and he said another boy at school taught it to him saying it was okay to say it 🥴
2984846_gab,1,offensive,deep,gab,"African,Other,Women",32,not caring that black women are <number> times as likely to abort their unborn baby than white women is not racist not wanting to fund abortion thereby protecting black lives is racist tom trinko sjwlogic
1247195286235201536_twitter,1,offensive,deep,twitter,Other,10,fuck you pikachu is good and pure and a childrens idol fuck you fuck you i hate you now
3988519_gab,0,hatespeech,deep,gab,African,1,i can not believe stuart varney had those two obnoxious negresses diamond silk on his show this morning i am glad they like and support trump but i just can not stand listening to them
1268038905137369088_twitter,0,hatespeech,deep,twitter,"African,Homosexual",13,oh cause i thought a nigga who sound amp look gay said sum
1178884879049560064_twitter,2,normal,deep,twitter,Refugee,0,systemic culprits for decades students people in ethiopia from eritrea were labeled as destitute immigrants in <number> bbc tigrigna tdy
22987236_gab,0,hatespeech,deep,gab,African,1,you dumb nigger <user>
1178529859624026113_twitter,2,normal,deep,twitter,Homosexual,0,modi modia and it cell after seeing the go back modi trend hum hairaan hain hamare hi desh me hamari hi mari ja rahi hai bhai kahi inko hamse zada payment to nahi mil rahi na hum hairaan hain the ppl who trend it is not bikau like you bloody sold faggots getwellsoon modi a
1178784136917585920_twitter,1,offensive,deep,twitter,Homosexual,1,what a fake ass faggot
1179098867989647363_twitter,2,normal,deep,twitter,,0,dear b o b nigga fuck you too dont nobody gaf
1178824377661640706_twitter,2,normal,deep,twitter,Women,0,prolly heard im a hoe from a hoe
20044841_gab,2,normal,deep,gab,Islam,0,this guy thinks uk police pms mps councillors actually do their jobs <number> million white children raped by pakis numbers covered up by those above not doing their jobs
17385785_gab,2,normal,deep,gab,Asian,0,no guys this based chinaman billionaire is going to make america great again
27299725_gab,0,hatespeech,deep,gab,"Islam,Minority,Other,Refugee",1,merkel is a moron and an east german communist who loves muzzies more than germans when will the germans kick her fat ass out of office
1179050537679036416_twitter,1,offensive,deep,twitter,"Caucasian,Women",2,that white bitch from clueless is fine
27241910_gab,0,hatespeech,deep,gab,"Hispanic,Homosexual",1,the catboi spic cries out in pain as he strikes you
